Acres,Points,ORIG_FID,MU_ID,PLT_CN,TM_Value,OWN_CODE,OWN_TYPE,SMZ_Acres,SMZ_Pct,Shape_Leng,Shape_Area,Age,COMPOSITIO,COMPOSIT_1,CONIFER_BA,DECIDUOUS_,CLASSIFIED,CONIFER_PC,DECIDUOUS1,Tpa,BA,SDI,RDSDI,CCF,TopHt,QMD,GMD,TCuFt,MCuFt,SCuFt,BdFt,Acc,Mort,MAI,ForTyp,SizeCls,StkCls,Age_class,Map_class
10.671970681700000,2,1,4,638334746126000.000000000000000,64454,3,Family Forest,0.000000000000000,0.000000000000000,1439.999999990000106,43199.999999899999239,21,Coniferous,1,109.590000000000003,2.690000000000000,112.269999999999996,97.609999999999999,2.390000000000000,237.135971068999993,56.137474060099997,116,0.301392346621000,74,66,6.588158130650000,6.389572143550000,1213.591308589999926,1083.441040039999962,199.040863037000008,812.195495605000019,69.950965881299993,2.631535291670000,51.571430206300001,142,2,3,Intermediate,Coniferous_Intermediate
18.824405944300000,2,1,8,374861300490000.000000000000000,43151,3,Family Forest,0.000000000000000,0.000000000000000,1427.574494709999954,76201.395235400006641,14,Coniferous,1,185.960000000000008,0.170000000000000,186.129999999999995,99.909999999999997,0.090000000000000,584.963684081999986,93.065986633300000,213,0.451443791389000,198,52,5.400914669040000,5.330358505250000,1591.906250000000000,848.017089843999997,0.000000000000000,0.000000000000000,166.920867920000006,4.097434043880000,60.571430206300001,161,2,2,Young,Coniferous_Young
13.444595670900000,2,1,9,176860754011000.000000000000000,24515,3,Family Forest,0.592784741564000,4.407909088620000,2073.316094029999931,54423.180831500001659,16,Coniferous,1,77.409999999999997,20.910000000000000,98.319999999999993,78.730000000000004,21.270000000000000,378.522857665999993,49.159828185999999,109,0.254828751087000,98,59,4.879726409910000,4.595853328700000,908.988830566000047,605.091491699000017,207.668884276999989,930.713989257999970,68.906738281200006,1.539910554890000,37.812500000000000,161,2,3,Young,Coniferous_Young
15.028860113600000,2,1,10,176860754011000.000000000000000,24515,3,Family Forest,0.000000000000000,0.000000000000000,1796.355678449999914,60836.719063299999107,16,Mixed,2,84.140000000000001,99.109999999999999,183.240000000000009,45.920000000000002,54.079999999999998,492.684082031000003,91.624801635699995,169,0.349131733179000,148,66,5.839268684390000,5.130948543550000,2169.178222659999847,1884.522216800000024,1231.486328120000053,6406.889160159999847,85.158340454099999,4.526319026950000,117.812500000000000,602,1,2,Young,Mixed_Young
12.117996157700000,2,2,13,448940355490000.000000000000000,48596,3,Family Forest,0.000000000000000,0.000000000000000,1512.300043499999902,49037.346060999996553,101,Deciduous,3,19.789999999999999,64.329999999999998,84.129999999999995,23.530000000000001,76.469999999999999,329.571899413999972,84.127586364699994,148,0.361586600542000,150,72,6.841170310970000,6.067856311800000,2106.853515620000053,1925.146240230000103,1320.546386720000100,6868.195312500000000,69.894493103000002,2.826971769330000,19.059406280499999,602,1,2,Old,Deciduous_Old
7.755669675120000,2,2,18,448940355490000.000000000000000,48596,3,Family Forest,0.000000000000000,0.000000000000000,1110.643658790000018,31384.655713600001036,101,Deciduous,3,22.199999999999999,61.789999999999999,83.989999999999995,26.430000000000000,73.569999999999993,412.015228271000012,83.994079589799995,150,0.364992856979000,153,70,6.113698482510000,5.338434696200000,2063.781982420000077,1853.281738279999900,1293.457031250000000,6649.452636719999646,73.734863281200006,3.290658950810000,18.346534728999998,602,1,2,Old,Deciduous_Old
14.762103784100001,2,2,21,448940355490000.000000000000000,48596,3,Family Forest,0.000000000000000,0.000000000000000,1619.523986539999896,59737.654270200000610,101,Mixed,2,34.409999999999997,40.490000000000002,74.900000000000006,45.939999999999998,54.060000000000002,366.987243652000018,74.902984619099996,142,0.366250485182000,131,69,6.117308139800000,5.540395736690000,1688.789916989999938,1516.647827150000012,915.224487305000025,4482.541503909999847,71.043174743700007,2.367780923840000,15.019802093499999,407,1,3,Old,Mixed_Old
14.049126664499999,2,3,25,718604473290000.000000000000000,67509,3,Family Forest,0.000000000000000,0.000000000000000,1366.866719030000013,56879.324934399999620,21,Coniferous,1,72.650000000000006,0.000000000000000,72.650000000000006,100.000000000000000,0.000000000000000,223.553253173999991,72.650123596200004,146,0.382046818733000,93,72,7.719052791600000,7.665055751800000,1778.503540039999962,1674.426635739999938,165.436096190999990,688.966003418000014,82.755020141599999,5.037503242490000,79.714286804200000,142,2,3,Intermediate,Coniferous_Intermediate
76.503583269200007,2,3,26,173002836011000.000000000000000,23747,3,Family Forest,0.000000000000000,0.000000000000000,3309.922933679999915,309733.553947000007611,21,Coniferous,1,75.560000000000002,2.140000000000000,77.700000000000003,97.239999999999995,2.760000000000000,319.668945312000005,77.700546264600007,162,0.424985766411000,109,61,6.675720214840000,6.544069290160000,1673.396118160000015,1456.112548829999923,157.354995728000006,606.036010742000030,94.891212463399995,4.580525875090000,69.333335876500001,142,2,3,Intermediate,Coniferous_Intermediate
18.347402634200002,2,3,27,533665395126000.000000000000000,59428,3,Family Forest,0.000000000000000,0.000000000000000,1802.266014999999925,74281.823414700003923,36,Coniferous,1,93.879999999999995,18.000000000000000,111.879999999999995,83.909999999999997,16.090000000000000,664.297241211000028,111.880752563000001,236,0.516331374645000,182,68,5.556904315950000,5.250134944920000,2992.320068359999823,2075.180664059999799,549.527343750000000,2116.031982420000077,108.113418578999998,6.830386161800000,57.638889312700002,142,2,2,Mature,Coniferous_Mature
6.466138654720000,2,4,35,533664907126000.000000000000000,59294,3,Family Forest,0.000000000000000,0.000000000000000,1340.971782780000012,26172.202245299999049,21,Coniferous,1,84.540000000000006,2.410000000000000,86.950000000000003,97.230000000000004,2.770000000000000,376.155242919999978,86.952575683600003,182,0.448866099119000,123,66,6.510195255280000,6.354106426240000,2007.585571289999962,1778.191528320000089,296.786712646000012,1362.796020510000062,103.652229309000006,4.966233730320000,84.666664123499999,142,2,2,Intermediate,Coniferous_Intermediate
36.532679340599998,2,4,36,718604231290000.000000000000000,67461,4,Corporate/Other Private Forest,2.914317330560000,7.975879354470000,1926.125111150000066,147869.224913999991259,23,Mixed,2,62.700000000000003,33.829999999999998,96.530000000000001,64.950000000000003,35.049999999999997,481.442779540999993,96.537208557100001,190,0.398760676384000,175,58,6.063330650330000,5.609423160550000,2163.721191409999847,1832.704833980000103,664.204223632999970,3023.353271479999876,91.261352539100002,6.494982242580000,79.695655822800006,142,2,2,Intermediate,Mixed_Intermediate
35.830857428500003,2,5,46,638334483126000.000000000000000,64403,1,Non-Forest,0.000000000000000,0.000000000000000,3352.491335560000152,144958.743664000008721,37,Coniferous,1,60.180000000000000,4.950000000000000,65.129999999999995,92.400000000000006,7.600000000000000,436.515625000000000,65.129737853999998,149,0.371406584978000,113,53,5.230296134950000,5.111629009250000,1065.711425779999900,654.059631348000039,107.789901732999994,451.156799315999990,83.361846923800002,2.607285022740000,17.675676345799999,142,2,3,Mature,Coniferous_Mature
13.125160538899999,2,5,53,176860754011000.000000000000000,24515,3,Family Forest,0.000000000000000,0.000000000000000,1620.000000009999894,53099.999999300001946,16,Mixed,2,18.600000000000001,15.080000000000000,33.680000000000000,55.219999999999999,44.780000000000001,309.622406006000006,33.675952911400003,76,0.198442891240000,71,56,4.465602397920000,4.177012443540000,661.156311035000044,478.420227050999983,55.207054138200000,231.070266723999993,44.743728637700002,1.125729322430000,29.875000000000000,407,2,4,Young,Mixed_Young
45.329140722500000,2,6,58,176548896011000.000000000000000,24316,4,Corporate/Other Private Forest,0.000000000000000,0.000000000000000,3505.100045390000105,183453.754703999991762,125,Mixed,2,56.799999999999997,25.829999999999998,82.629999999999995,68.739999999999995,31.260000000000002,326.814392090000013,82.631027221699995,156,0.360714673996000,122,68,6.808591365810000,6.310083866120000,1990.398803710000038,1807.405151370000112,1008.570129390000034,5193.669921880000402,80.325073242200006,3.622266769410000,14.456000328100000,407,2,3,Old,Mixed_Old
10.690224086600001,2,7,59,448940584490000.000000000000000,48634,3,Family Forest,0.000000000000000,0.000000000000000,2148.441067960000055,43278.838701000000583,40,Coniferous,1,90.489999999999995,3.550000000000000,94.040000000000006,96.219999999999999,3.780000000000000,354.114685059000010,94.041412353499993,190,0.489396095276000,129,72,6.977886199950000,6.781731128690000,2273.642578120000053,2027.479003910000074,509.783203125000000,2072.177734379999947,98.140068054200000,5.502004623410000,50.674999237100003,142,2,2,Mature,Coniferous_Mature
59.436224769500001,2,7,60,718604718290000.000000000000000,67523,3,Family Forest,0.000000000000000,0.000000000000000,2458.904900550000093,240630.746535999991465,16,Mixed,2,68.739999999999995,46.289999999999999,115.040000000000006,59.759999999999998,40.240000000000002,550.158630370999958,115.040824889999996,229,0.470582515001000,191,76,6.191820144650000,5.797227382660000,2839.180908199999976,2309.020507809999799,922.137268066000047,4081.051757809999799,82.424110412600001,6.367620468140000,144.312500000000000,142,2,2,Young,Mixed_Young
86.538952926199997,2,8,61,374861690490000.000000000000000,43237,6,Federal Forest,0.000000000000000,0.000000000000000,2898.163324589999775,350298.824430999986362,55,Mixed,2,46.759999999999998,82.150000000000006,128.909999999999997,36.280000000000001,63.719999999999999,486.758575439000026,128.917831420999988,242,0.484959453344000,232,63,6.968446254730000,6.470384597780000,2994.614990229999876,2588.589355470000100,1136.705688479999935,5329.515136719999646,89.476142883300000,8.406669616700000,47.072727203399999,407,1,2,Mature,Mixed_Mature
18.241217407800001,2,8,62,448940340490000.000000000000000,48589,4,Corporate/Other Private Forest,0.000000000000000,0.000000000000000,2002.589365139999927,73838.455146599997533,22,Mixed,2,67.819999999999993,70.489999999999995,138.310000000000002,49.030000000000001,50.969999999999999,657.590881348000039,138.316864014000004,274,0.569144666195000,225,58,6.210062503810000,5.794824123380000,2778.575439449999976,2301.312744140000177,920.937561035000044,4227.476562500000000,101.290588378999999,1.486029505730000,104.590911864999995,407,2,2,Intermediate,Mixed_Intermediate
100.228458783999997,2,9,63,289515792490000.000000000000000,36911,3,Family Forest,0.000000000000000,0.000000000000000,3406.551418200000171,405744.814731999998912,45,Mixed,2,28.469999999999999,66.269999999999996,94.730000000000004,30.050000000000001,69.950000000000003,360.734100341999977,94.736953735399993,184,0.389761745930000,157,74,6.939087867740000,6.572957515720000,2121.049804690000201,1907.947875979999935,792.216186523000033,3488.112060550000024,52.549030303999999,3.749681711200000,42.400001525900002,407,2,2,Mature,Mixed_Mature
22.771287175400001,2,10,64,718603849290000.000000000000000,67371,6,Federal Forest,0.000000000000000,0.000000000000000,1533.224854620000087,92177.745941300003324,44,Coniferous,1,50.219999999999999,4.130000000000000,54.350000000000001,92.400000000000006,7.600000000000000,250.070556640999996,54.356464385999999,106,0.286801755428000,86,69,6.312923431400000,5.863543033600000,1464.132812500000000,1302.627075200000036,395.147674560999974,1728.018798829999923,62.905555725100001,4.818934440610000,29.613636016800001,141,1,3,Mature,Coniferous_Mature
77.494007780700002,2,10,66,718603849290000.000000000000000,67371,6,Federal Forest,0.000000000000000,0.000000000000000,2816.972763560000203,313694.047750999976415,44,Coniferous,1,55.890000000000001,3.770000000000000,59.670000000000002,93.680000000000007,6.320000000000000,239.350387573000006,59.666946411100000,115,0.307584166527000,90,70,6.760615825650000,6.336369991300000,1619.863769529999900,1451.656127929999911,534.422851562000005,2357.444580079999923,65.994338989300005,4.927487850190000,33.000000000000000,141,1,3,Mature,Coniferous_Mature
46.600073942400002,2,10,67,718603849290000.000000000000000,67371,6,Federal Forest,3.066849385290000,6.579377410860000,2490.400902349999797,188637.130853999988176,44,Coniferous,1,58.359999999999999,6.480000000000000,64.840000000000003,90.010000000000005,9.990000000000000,315.131225586000028,64.844276428200004,125,0.304584264755000,101,72,6.142234802250000,5.608142852780000,1823.959716800000024,1532.130249020000065,795.855957031000003,3572.273437500000000,64.257133483900006,4.984702587130000,34.818180084200002,141,1,3,Mature,Coniferous_Mature
39.445293402200001,2,11,69,638333844126000.000000000000000,64293,3,Family Forest,0.000000000000000,0.000000000000000,2241.126097230000141,159697.417711999994935,5,Coniferous,1,36.890000000000001,0.200000000000000,37.090000000000003,99.469999999999999,0.530000000000000,326.000610352000024,37.088256835899998,91,0.195518225431000,81,39,4.567150592800000,4.508059024810000,441.279693603999988,108.513633728000002,5.144839286800000,19.824151992800001,46.123813629200001,1.155590891840000,21.799999237100000,161,3,4,Young,Coniferous_Young
16.450218616499999,2,11,71,638334746126000.000000000000000,64454,3,Family Forest,0.000000000000000,0.000000000000000,1919.999999970000090,66600.000001599997631,21,Coniferous,1,78.500000000000000,11.720000000000001,90.219999999999999,87.010000000000005,12.990000000000000,476.414367675999983,90.223320007300003,191,0.453180551529000,146,66,5.892548561100000,5.655114173890000,1824.242675779999900,1448.436279300000024,360.166534424000019,1512.236328120000053,102.118789672999995,4.549119472500000,68.952377319299998,142,2,2,Intermediate,Coniferous_Intermediate
16.207117627799999,2,11,72,718604877290000.000000000000000,67535,3,Family Forest,0.000000000000000,0.000000000000000,1594.264899669999977,65615.744325099993148,81,Deciduous,3,32.149999999999999,111.819999999999993,143.979999999999990,22.329999999999998,77.670000000000002,645.532958983999947,143.981674193999993,277,0.485469132662000,233,70,6.394854068760000,5.904732704160000,3273.180175779999900,2810.656494140000177,1054.124389650000012,4964.633789059999799,75.649795532200002,6.379011154170000,34.703704834000000,608,2,2,Old,Deciduous_Old
30.433852843899999,2,11,73,718603850290000.000000000000000,67372,3,Family Forest,0.000000000000000,0.000000000000000,2861.309513950000110,123214.111539999998058,31,Mixed,2,28.070000000000000,40.579999999999998,68.650000000000006,40.890000000000001,59.109999999999999,633.563781737999989,68.655670165999993,150,0.279990464449000,145,64,4.457376956940000,4.083149433140000,1555.905395510000062,997.865539550999983,445.045959472999982,2247.763183590000153,52.841541290300000,4.545752525330000,32.193550109900002,407,2,3,Intermediate,Mixed_Intermediate
